,Mobile,Price,Ratings
1189,"Realme C2 (Diamond Blue, 32 GB)","₹6,499",4.4
1190,"Realme 5s (Crystal Blue, 128 GB)","₹11,999",4.4
1191,"Realme 5s (Crystal Purple, 64 GB)","₹10,999",4.4
1192,"Vivo U10 (Electric Blue, 32 GB)","₹9,990",4.4
1193,"Realme C3 (Frozen Blue, 64 GB)","₹8,499",4.4
1194,"Realme 6 Pro (Lightning Blue, 64 GB)","₹17,999",4.6
1195,"Realme C2 (Diamond Ruby, 32 GB)","₹7,499",4.3
1196,"Realme C2 (Diamond Sapphire, 32 GB)","₹7,499",4.3
1197,"POCO X2 (Matrix Purple, 128 GB)","₹17,999",4.6
1198,"Realme 6 Pro (Lightning Blue, 128 GB)","₹19,999",4.5
1199,"Realme 6 Pro (Lightning Blue, 128 GB)","₹18,999",4.6
